system:index,Aspect,CHIRPS,Elevation,Location,Slope,VH,VV,end_date,start_date,.geo
0_10,180.0,342.32484912872314,174.0,Location_11,0.6183032897835913,-17.78420096888773,-11.748659520233655,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[113.7965366,-8.175959100000002]}"
0_11,-0.0,312.5391082763672,106.0,Location_12,1.5454433277795698,-15.045808433209581,-6.873071337089971,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[113.7441651,-8.277093100000002]}"
0_12,251.74098198496387,288.0620756149292,24.0,Location_13,0.9866581009573827,-15.498233827634232,-9.044153611818858,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[113.42911420000001,-8.200798]}"
0_13,225.29328205805942,320.3000831604004,268.0,Location_14,0.43947012695513604,-16.810456358395925,-11.78838600904787,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[113.83707750000002,-8.184898900000002]}"
0_14,241.19348503679953,320.3000831604004,208.0,Location_15,3.2047218992573923,-15.679934217080813,-8.958284025641081,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[113.8164785,-8.180156499999999]}"
0_15,45.29202499643567,283.7667803764343,19.0,Location_16,0.8788690727796383,-17.55184340590906,-11.249763142947579,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[113.39371410000001,-8.1667321]}"
0_16,153.20032260362672,327.52479124069214,92.0,Location_17,1.3852002735550601,-16.28683819248377,-11.248340419540966,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[113.60988470000001,-8.172183400000002]}"
0_17,270.0,303.63392162323,38.0,Location_18,2.18531821758793,-15.789159633528568,-9.414812969269137,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[113.475095,-8.1777618]}"
0_18,161.3872317614129,307.2826771736145,39.0,Location_19,0.9785832923195045,-17.797600382459787,-9.430532488759852,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[113.5530802,-8.2102692]}"
0_19,296.3339932761685,321.06499099731445,28.0,Location_20,0.6969033218449189,-11.336689873580664,-11.101693825643391,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[113.40884,-8.1342059]}"
0_20,-0.0,283.7667803764343,18.0,Location_21,0.6183032897835913,-16.42912840264556,-11.334347251926355,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[113.3968056,-8.1601068]}"
0_21,116.32995047796081,324.07419776916504,55.0,Location_22,0.697002674718625,-19.786045133738643,-10.788235768076966,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[113.61495810000001,-8.205405]}"
0_22,45.2936417194112,283.7667803764343,19.0,Location_23,0.43947291393432125,-16.8614782006236,-10.186652601617553,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[113.3846016,-8.189551200000002]}"
0_23,225.3012460432545,236.09124040603638,7.0,Location_24,2.635382758401455,-18.75596903315208,-9.092412703085982,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[113.3426857,-8.2945359]}"
0_24,142.84808958110787,327.52479124069214,73.0,Location_25,1.5511855646381825,-16.723943256073014,-7.818412923809407,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[113.61235770000002,-8.185245699999996]}"
0_25,138.5279878313175,338.7859616279602,295.0,Location_26,3.2972726854384957,-14.795789317334908,-6.50326194561141,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[113.67423320000002,-8.117306700000002]}"
0_26,288.263138532394,321.06499099731445,85.0,Location_27,1.9723018002620534,-13.165128414540138,-13.9089844967795,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[113.41868480000001,-8.103948100000002]}"
0_27,139.11337192489373,330.6242027282715,303.0,Location_28,2.86022436864657,-17.487308039721093,-6.263370818997477,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[113.640774,-8.117544]}"
0_28,180.0,348.5208020210266,70.0,Location_29,0.6183032897835913,-15.29755659820141,-10.520275093924596,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[113.6727523,-8.1875401]}"
0_29,110.36456723868382,348.5208020210266,99.0,Location_30,2.6633424984921272,-20.58750709157754,-13.26793455534066,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[113.66804770000002,-8.170991]}"
0_30,-0.0,276.6263904571533,16.0,Location_31,0.30916064570889507,-17.55795659461353,-8.708130085209497,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[113.36436500000002,-8.239713500000002]}"
0_31,134.70665801384192,320.3000831604004,264.0,Location_32,3.5114307791035526,-16.1102836179652,-9.08382260550064,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[113.8443242,-8.1855324]}"
0_32,296.3307618452321,315.8853340148926,380.0,Location_33,2.0901236997774717,-12.088539962419446,-3.678445286092606,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[113.87235690000001,-8.1912968]}"
0_33,-0.0,312.5391082763672,75.0,Location_34,0.0,-15.489500741354394,-10.596544175974373,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[113.7139078,-8.263916400000001]}"
0_34,270.0,303.63392162323,45.0,Location_35,4.364269493293096,-12.377655031510482,-9.154055678929105,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[113.4752136,-8.175067]}"
0_35,180.0,304.91183853149414,27.0,Location_36,0.9274099368650546,-16.312483183423282,-11.394217150749082,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[113.50607480000001,-8.2298655]}"
0_36,306.5862199334428,307.2826771736145,36.0,Location_37,1.5557274513714676,-19.36439883403646,-12.81040560359926,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[113.55426370000002,-8.2214045]}"
0_37,225.29538322112916,307.2826771736145,49.0,Location_38,0.8789211093401226,-17.949341276052614,-10.411115932105819,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[113.59065160000002,-8.2134926]}"
0_38,63.66567535160614,338.7859616279602,254.0,Location_39,3.4803607978993636,-14.050412990421174,-7.160907466255384,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[113.67629820000002,-8.1284427]}"
0_39,125.26262595777378,348.5208020210266,136.0,Location_40,2.6756056703706097,-15.45291233030338,-8.470003534150784,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[113.68734020000001,-8.1566426]}"
0_40,243.6749472064621,298.2289090156555,59.0,Location_41,0.697123079256447,-14.099292509192924,-11.2314680237453,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[113.6757587,-8.290543700000002]}"
0_41,126.58228798727896,298.2289090156555,59.0,Location_42,1.5558712256206222,-16.463623274529915,-10.703513737769846,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[113.6639124,-8.2781246]}"
0_42,146.0343269647466,324.07419776916504,59.0,Location_43,1.1181625234176498,-19.029059838059233,-11.716449259143896,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[113.64122160000001,-8.2491758]}"
0_43,90.0,298.2289090156555,73.0,Location_44,0.6248085160849585,-16.15756372714489,-12.12305689046819,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[113.6982031,-8.2755333]}"
0_44,110.3606436121754,298.2289090156555,66.0,Location_45,2.663833239217323,-19.857387116554705,-8.574376862293903,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[113.6686536,-8.2542823]}"
0_45,243.67234801920392,331.69896030426025,63.0,Location_46,0.6970591750953504,-14.548851928472924,-9.17040648515028,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[113.65666740000002,-8.2457781]}"
0_46,191.4249043773163,324.07419776916504,62.0,Location_47,1.576669465071236,-18.903441139298316,-10.193253142688084,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[113.6453361,-8.2425641]}"
0_47,71.74284493094167,324.07419776916504,58.0,Location_48,0.9867553282656123,-15.039211044810333,-11.899988036076032,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[113.6333966,-8.243971]}"
0_48,120.710365881729,338.7859616279602,345.0,Location_49,3.6273906570205297,-14.728305682438444,-8.296365115760333,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[113.671354,-8.108513]}"
0_49,350.4401228828951,312.5391082763672,93.0,Location_50,1.88043013283601,-20.76788013210335,-10.847508588987683,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[113.7236479,-8.267479800000004]}"
0_50,107.18840610412495,348.5208020210266,119.0,Location_51,5.216473124618514,-13.043942971889315,-5.654246974326869,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[113.665341,-8.168233000000003]}"
0_51,206.7950771771533,348.4278163909912,130.0,Location_52,2.7686710521617037,-16.97587208637455,-12.971049779405538,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[113.42372090000002,-8.0921273]}"
0_52,134.70779559028955,283.7667803764343,18.0,Location_53,0.8788718526026322,-21.912144274535223,-12.659228469947955,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[113.3925671,-8.1697451]}"
0_53,108.2598388864777,283.7667803764343,22.0,Location_54,1.9726457813023504,-20.443301607133932,-15.255103709066331,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[113.38892560000001,-8.1813844]}"
0_54,116.32827559554936,276.6263904571533,16.0,Location_55,0.6970438447286258,-15.41023195231507,-11.240552953277945,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[113.3669205,-8.2345339]}"
0_55,108.26465358652543,333.9929885864258,361.0,Location_56,0.986364102952714,-14.212652690118166,-10.315538102778737,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[113.84303540000002,-8.0679981]}"
0_56,314.7057583502736,327.52479124069214,58.0,Location_57,0.43947756285042366,-17.83785153030889,-10.763308218957658,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[113.61368170000001,-8.1976365]}"
0_57,148.77731778239672,327.52479124069214,76.0,Location_58,1.8070387457582022,-19.89880679724729,-10.594835440135988,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[113.61483300000002,-8.177417300000002]}"
0_58,126.59001020305567,327.52479124069214,102.0,Location_59,1.5555888896955024,-16.83026152224329,-12.207635047771179,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[113.6106541,-8.166067300000002]}"
0_59,,,,Location_60,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.621344,-7.057286]}"
0_60,,,,Location_61,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.626767,-7.054036]}"
0_61,,,,Location_62,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.64071700000001,-7.045556]}"
0_62,,,,Location_63,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.654128,-7.037749999999999]}"
0_63,,,,Location_64,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.661281,-7.032966999999999]}"
0_64,,,,Location_65,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.668442,-7.028536]}"
0_65,,,,Location_66,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.679194,-7.021806000000001]}"
0_66,,,,Location_67,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.642236,-7.089124999999999]}"
0_67,,,,Location_68,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.643925,-7.084705999999999]}"
0_68,,,,Location_69,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.666567,-7.069367000000001]}"
0_69,,,,Location_70,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.67725600000001,-7.061864]}"
0_70,,,,Location_71,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.69685000000001,-7.048158000000001]}"
0_71,,,,Location_72,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.70665,-7.041975000000001]}"
0_72,,,,Location_73,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.67861700000002,-7.119211000000001]}"
0_73,,,,Location_74,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.78500000000001,-6.9897222]}"
0_74,,,,Location_75,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.7755556,-7.021944400000001]}"
0_75,,,,Location_76,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.77527800000001,-7.026944]}"
0_76,,,,Location_77,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.7716667,-7.0463889]}"
0_77,,,,Location_78,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.75194440000001,-7.0844444]}"
0_78,,,,Location_79,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.7636111,-7.0783333]}"
0_79,,,,Location_80,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.7725,-7.0719444000000005]}"
0_80,,,,Location_81,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.78500000000001,-7.0702777999999995]}"
0_81,,,,Location_82,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.7966667,-7.0591667]}"
0_82,,,,Location_83,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.8047222,-7.053055600000001]}"
0_83,,,,Location_84,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.81527780000002,-7.0452778]}"
0_84,,,,Location_85,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.8236111,-7.0413889]}"
0_85,,,,Location_86,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.8408333,-7.0305556]}"
0_86,,,,Location_87,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.84666670000001,-7.026111099999999]}"
0_87,,,,Location_88,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.85491270000001,-7.0230765]}"
0_88,,,,Location_89,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.8647222,-7.017777799999999]}"
0_89,,,,Location_90,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.776,-7.1212919999999995]}"
0_90,,,,Location_91,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.794972,-7.103053]}"
0_91,,,,Location_92,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.796819,-7.095069]}"
0_92,,,,Location_93,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.80181400000001,-7.087908]}"
0_93,,,,Location_94,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.80699700000001,-7.137343999999999]}"
0_94,,,,Location_95,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.82136400000002,-7.115258]}"
0_95,,,,Location_96,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.83,-7.102164]}"
0_96,,,,Location_97,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.83471100000001,-7.095122]}"
0_97,,,,Location_98,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.838578,-7.147671999999999]}"
0_98,,,,Location_99,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.85736700000001,-7.129625000000001]}"
0_99,,,,Location_100,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.88638890000001,-7.039444399999999]}"
0_100,,,,Location_101,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.8742367,-7.043780400000001]}"
0_101,,,,Location_102,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.86177550000001,-7.0543859]}"
0_102,,,,Location_103,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.85444440000002,-7.0541667]}"
0_103,,,,Location_104,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.87209400000002,-7.135724999999999]}"
0_104,,,,Location_105,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.86428100000002,-7.144142]}"
0_105,,,,Location_106,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.85891400000001,-7.150558000000001]}"
0_106,,,,Location_107,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.85416400000001,-7.155283]}"
0_107,,,,Location_108,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.844906,-7.164221999999999]}"
0_108,,,,Location_109,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.86583330000002,-7.0894444]}"
0_109,,,,Location_110,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.8780556,-7.1094444]}"
0_110,,,,Location_111,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.88222220000002,-7.116111099999999]}"
0_111,,,,Location_112,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.95253140000001,-7.039562499999999]}"
0_112,,,,Location_113,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.94420850000002,-7.046905200000002]}"
0_113,,,,Location_114,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.93583330000001,-7.050833299999999]}"
0_114,,,,Location_115,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.93070190000002,-7.0610329]}"
0_115,,,,Location_116,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.92444440000001,-7.0677778]}"
0_116,,,,Location_117,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.8819272,-7.080367999999999]}"
0_117,,,,Location_118,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.89165560000002,-7.091678300000001]}"
0_118,,,,Location_119,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.99750000000002,-7.0772222]}"
0_119,,,,Location_120,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.9906754,-7.0917069]}"
0_120,,,,Location_121,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[111.0864785,-7.1688721]}"
0_121,,,,Location_122,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[111.12075620000002,-7.189183600000001]}"
0_122,,,,Location_123,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[111.12611110000002,-7.153611100000001]}"
0_123,,,,Location_124,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.98904900000001,-7.110817000000001]}"
0_124,,,,Location_125,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[111.22694440000001,-7.124444399999999]}"
0_125,,,,Location_126,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[111.1661968,-7.0656962]}"
0_126,,,,Location_127,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[111.1753891,-7.0634965]}"
0_127,,,,Location_128,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[111.20908830000002,-7.0554207]}"
0_128,,,,Location_129,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[111.070272,-7.066728]}"
0_129,,,,Location_130,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[111.07465000000002,-7.060544]}"
0_130,,,,Location_131,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.637125,-7.048347]}"
0_131,,,,Location_132,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.651028,-7.040136]}"
0_132,,,,Location_133,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.656631,-7.036167]}"
0_133,,,,Location_134,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.673756,-7.025803]}"
0_134,,,,Location_135,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.643314,-7.086841999999999]}"
0_135,,,,Location_136,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.648469,-7.081647000000001]}"
0_136,,,,Location_137,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.654539,-7.078456]}"
0_137,,,,Location_138,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.65971700000001,-7.0745190000000004]}"
0_138,,,,Location_139,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.672519,-7.063556]}"
0_139,,,,Location_140,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.69244200000001,-7.050322]}"
0_140,,,,Location_141,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.70916670000001,-7.0841667]}"
0_141,,,,Location_142,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.70921100000001,7.084239000000001]}"
0_142,,,,Location_143,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.78773100000001,-7.106405999999999]}"
0_143,,,,Location_144,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.818383,-7.121342]}"
0_144,,,,Location_145,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.82790800000001,-7.107953000000001]}"
0_145,,,,Location_146,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.83319400000002,-7.097431]}"
0_146,,,,Location_147,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.82517500000002,-7.162905999999999]}"
0_147,,,,Location_148,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.851381,-7.134478]}"
0_148,,,,Location_149,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.86912800000002,-7.139614000000001]}"
0_149,,,,Location_150,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.818383,-7.121342]}"
0_150,,,,Location_151,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.861142,-7.147392000000001]}"
0_151,,,,Location_152,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.85580000000002,-7.154264]}"
0_152,,,,Location_153,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.85014200000002,-7.159357999999999]}"
0_153,,,,Location_154,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.8927778,-7.1347222]}"
0_154,,,,Location_155,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.8836111,-7.122499999999999]}"
0_155,,,,Location_156,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.8947222,-7.0936111]}"
0_156,,,,Location_157,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.8986111,-7.0988889]}"
0_157,,,,Location_158,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.7861111,-6.9927778]}"
0_158,,,,Location_159,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.7830556,-6.998888900000001]}"
0_159,,,,Location_160,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.77222220000002,-7.0094444]}"
0_160,,,,Location_161,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.7727778,-7.041666700000001]}"
0_161,,,,Location_162,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.79111110000001,-7.0616667]}"
0_162,,,,Location_163,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.8097222,-7.050277800000001]}"
0_163,,,,Location_164,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.85444440000002,-7.023055599999998]}"
0_164,,,,Location_165,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.8611111,-7.0205556]}"
0_165,,,,Location_166,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.9036111,-7.029999999999999]}"
0_166,,,,Location_167,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.89027780000002,-7.035555599999999]}"
0_167,,,,Location_168,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.8804376,-7.041578299999999]}"
0_168,,,,Location_169,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.8480556,-7.059444399999999]}"
0_169,,,,Location_170,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.9352778,-7.0583333]}"
0_170,,,,Location_171,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.94000000000001,-7.049999999999999]}"
0_171,,,,Location_172,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.97111110000002,-7.0194444]}"
0_172,,,,Location_173,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.96666670000002,-7.0663889]}"
0_173,,,,Location_174,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.9769444,-7.0591667]}"
0_174,,,,Location_175,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[110.99381220000001,-7.084134400000001]}"
0_175,,,,Location_176,,,,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[111.12005070000001,-7.1912087]}"
0_176,90.0,256.63429069519043,83.0,Location_177,0.3125450758896648,-14.558803270208855,-8.37517119258371,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[114.1962843,-8.4399384]}"
0_177,134.69326215989193,262.79693937301636,168.0,Location_178,0.43957443032129667,-18.89065895436699,-13.398832435882374,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[114.1476776,-8.3694458]}"
0_178,142.83513271203495,262.79693937301636,166.0,Location_179,1.551451316590611,-17.82420592238391,-10.093816526635257,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[114.148247,-8.370028]}"
0_179,225.30673784010807,285.5905165672302,164.0,Location_180,0.43957443032129667,-18.081796769975835,-10.416559381383328,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[114.15463160000002,-8.3695184]}"
0_180,161.38021571970268,285.5905165672302,166.0,Location_181,0.9786236506245628,-18.741843912982745,-12.152792690708445,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[114.15052900000002,-8.369253000000002]}"
0_181,270.0,285.5905165672302,165.0,Location_182,1.2497688065403143,-20.72946257616308,-10.5727122677891,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[114.15686690000001,-8.3697271]}"
0_182,161.3800673018859,285.5905165672302,160.0,Location_183,1.9566783461505464,-18.291093810397406,-12.129689870117623,2023-02,2023-01,"{""type"":""Point"",""coordinates"":[114.15889300000002,-8.372632800000002]}"
